,region,genes
112375,chr5-73332373-73332859,"Ociad2 (+6376), Ociad1 (+39824)"
112376,chr5-73337954-73339059,Ociad2 (+485)
112377,chr5-73344265-73344732,"Cwh43 (-61576), Ociad2 (-5507)"
112378,chr5-73348525-73348768,"Cwh43 (-57428), Ociad2 (-9655)"
112379,chr5-73353651-73353841,"Cwh43 (-52329), Ociad2 (-14754)"
112380,chr5-73359858-73360628,"Cwh43 (-45832), Ociad2 (-21251)"
112381,chr5-73364236-73364460,"Cwh43 (-41727), Ociad2 (-25356)"
112382,chr5-73373081-73373497,"Ociad2 (-34297), Cwh43 (-32786)"
112383,chr5-73379910-73380345,"Ociad2 (-41136), Cwh43 (-25947)"
112384,chr5-73382797-73382999,"Ociad2 (-43906), Cwh43 (-23177)"
112777,chr5-77330282-77330605,"Polr2b (+20297), Igfbp7 (+77596)"
112778,chr5-77354563-77354945,"Polr2b (+44607), Igfbp7 (+53286)"
112779,chr5-77357729-77358907,"Polr2b (+48171), Igfbp7 (+49722)"
112780,chr5-77362253-77362387,"Igfbp7 (+45720), Polr2b (+52173)"
112781,chr5-77372511-77373172,"Igfbp7 (+35198), Polr2b (+62695)"
112782,chr5-77373712-77373877,"Igfbp7 (+34245), Polr2b (+63648)"
112783,chr5-77374922-77375609,"Igfbp7 (+32774), Polr2b (+65119)"
112784,chr5-77384221-77384438,"Igfbp7 (+23710), Polr2b (+74183)"
112785,chr5-77386709-77387473,"Igfbp7 (+20949), Polr2b (+76944)"
112786,chr5-77394208-77394454,"Igfbp7 (+13709), Polr2b (+84184)"
112787,chr5-77395607-77395991,"Igfbp7 (+12241), Polr2b (+85652)"
112788,chr5-77407404-77408267,Igfbp7 (+204)
112790,chr5-77428727-77428991,Igfbp7 (-20819)
112791,chr5-77434206-77434494,Igfbp7 (-26310)
112792,chr5-77436137-77436490,Igfbp7 (-28274)
112793,chr5-77452225-77452525,Igfbp7 (-44335)
112794,chr5-77459897-77460678,Igfbp7 (-52248)
112795,chr5-77463665-77464021,Igfbp7 (-55803)
112796,chr5-77464982-77465133,Igfbp7 (-57018)
112797,chr5-77468599-77468791,Igfbp7 (-60655)
112798,chr5-77487712-77488253,Igfbp7 (-79943)
112799,chr5-77545882-77546675,Igfbp7 (-138239)
112800,chr5-77581231-77581585,Igfbp7 (-173368)
112801,chr5-77667726-77668397,Igfbp7 (-260022)
112802,chr5-77669795-77669920,Igfbp7 (-261818)
112803,chr5-77803528-77803857,Igfbp7 (-395653)
112804,chr5-77807730-77807991,Igfbp7 (-399821)
112805,chr5-77909346-77909469,Igfbp7 (-501368)
112806,chr5-78350749-78350870,Igfbp7 (-942770)
112807,chr5-78353699-78354097,Igfbp7 (-945858)
113040,chr5-90467354-90467540,"Afp (-23290), Alb (+6550)"
113041,chr5-90500521-90500609,"Afm (-18367), Afp (+9828)"
113042,chr5-90500811-90501054,"Afm (-17999), Afp (+10196)"
113043,chr5-90504815-90504903,"Afm (-14073), Afp (+14122)"
113065,chr5-90771843-90772858,Pf4 (-84)
113298,chr5-93239966-93240433,"Ccng2 (-27057), 2010109A12Rik (+33682)"
113299,chr5-93262856-93262953,Ccng2 (-4352)
113300,chr5-93266767-93268617,Ccng2 (+435)
113301,chr5-93323745-93323912,"Ccng2 (+56572), Gm16427 (+161517)"
113302,chr5-93328155-93328362,"Ccng2 (+61002), Gm16427 (+157087)"
113354,chr5-96794366-96794760,"Bmp2k (-203126), Anxa3 (+1178)"
113355,chr5-96795939-96796064,"Bmp2k (-201687), Anxa3 (+2617)"
113356,chr5-96803161-96803447,"Bmp2k (-194385), Anxa3 (+9919)"
113357,chr5-96804237-96805082,"Bmp2k (-193029), Anxa3 (+11275)"
113358,chr5-96848510-96848722,"Bmp2k (-149073), Anxa3 (+55231)"
113359,chr5-96849286-96849482,"Bmp2k (-148305), Anxa3 (+55999)"
113360,chr5-96854328-96854663,"Bmp2k (-143193), Anxa3 (+61111)"
113361,chr5-96859959-96860564,"Bmp2k (-137427), Anxa3 (+66877)"
113362,chr5-96878330-96878460,"Bmp2k (-119294), Anxa3 (+85010)"
113363,chr5-96896213-96896308,"Bmp2k (-101428), Anxa3 (+102876)"
113364,chr5-96898206-96899059,"Bmp2k (-99056), Anxa3 (+105248)"
113365,chr5-96905608-96906315,"Bmp2k (-91727), Anxa3 (+112577)"
113366,chr5-96911416-96912526,"Bmp2k (-85718), Anxa3 (+118586)"
113367,chr5-96912886-96913147,"Bmp2k (-84672), Anxa3 (+119632)"
113368,chr5-96916970-96917209,"Bmp2k (-80599), Anxa3 (+123705)"
113369,chr5-96917427-96918206,"Bmp2k (-79872), Anxa3 (+124432)"
113370,chr5-96921177-96921377,"Bmp2k (-76412), Anxa3 (+127892)"
113371,chr5-96921960-96922961,"Bmp2k (-75228), Anxa3 (+129076)"
113372,chr5-96931207-96932381,"Bmp2k (-65895), Anxa3 (+138409)"
113373,chr5-96940027-96940442,"Bmp2k (-57454), Anxa3 (+146850)"
113374,chr5-96940865-96941465,"Bmp2k (-56524), Anxa3 (+147780)"
113375,chr5-96943241-96943603,"Bmp2k (-54267), Anxa3 (+150037)"
113376,chr5-96948675-96949481,"Bmp2k (-48611), Anxa3 (+155693)"
113377,chr5-96951090-96951201,"Bmp2k (-46543), Anxa3 (+157761)"
113378,chr5-96951970-96952282,"Bmp2k (-45563), Anxa3 (+158741)"
113379,chr5-96956296-96956479,"Bmp2k (-41301), Anxa3 (+163003)"
113380,chr5-96957035-96957175,"Bmp2k (-40584), Anxa3 (+163720)"
113381,chr5-96964438-96964883,"Bmp2k (-33028), Anxa3 (+171276)"
113382,chr5-96968643-96969247,"Bmp2k (-28744), Anxa3 (+175560)"
113383,chr5-96969494-96970086,"Bmp2k (-27899), Anxa3 (+176405)"
113384,chr5-96979424-96980503,"Bmp2k (-17725), Anxa3 (+186579)"
113385,chr5-96988993-96989176,"Bmp2k (-8604), Anxa3 (+195700)"
113386,chr5-96996494-96998571,Bmp2k (-156)
113387,chr5-97002447-97002585,"Bmp2k (+4827), Paqr3 (+109057)"
113388,chr5-97009779-97010265,"Bmp2k (+12333), Paqr3 (+101551)"
113389,chr5-97022211-97022876,"Bmp2k (+24855), Paqr3 (+89029)"
113391,chr5-97035587-97035918,"Bmp2k (+38064), Paqr3 (+75820)"
113392,chr5-97055196-97055286,"Paqr3 (+56332), Bmp2k (+57552)"
113393,chr5-97055576-97055933,"Paqr3 (+55818), Bmp2k (+58066)"
113394,chr5-97062224-97062389,"Paqr3 (+49266), Bmp2k (+64618)"
113395,chr5-97095350-97095574,"Paqr3 (+16111), Bmp2k (+97773)"
113396,chr5-97097792-97097880,"Paqr3 (+13737), Bmp2k (+100147)"
113397,chr5-97098477-97098920,"Paqr3 (+12874), Bmp2k (+101010)"
113848,chr6-108214478-108214706,"Bhlhe40 (-446037), Itpr1 (+1496)"
113849,chr6-108220400-108220714,"Bhlhe40 (-440072), Itpr1 (+7461)"
113850,chr6-108232433-108232611,"Bhlhe40 (-428107), Itpr1 (+19426)"
113851,chr6-108233059-108233594,"Bhlhe40 (-427302), Itpr1 (+20231)"
113852,chr6-108235598-108236750,"Bhlhe40 (-424455), Itpr1 (+23078)"
113853,chr6-108249140-108249826,"Bhlhe40 (-411146), Itpr1 (+36387)"
113854,chr6-108252494-108252938,"Bhlhe40 (-407913), Itpr1 (+39620)"
113855,chr6-108258353-108258930,"Bhlhe40 (-401987), Itpr1 (+45546)"
113856,chr6-108259693-108260448,"Bhlhe40 (-400558), Itpr1 (+46975)"
113857,chr6-108273577-108273784,"Bhlhe40 (-386948), Itpr1 (+60585)"
113858,chr6-108274258-108274448,"Bhlhe40 (-386276), Itpr1 (+61257)"
113859,chr6-108277309-108277457,"Bhlhe40 (-383246), Itpr1 (+64287)"
113860,chr6-108278207-108278876,"Bhlhe40 (-382087), Itpr1 (+65446)"
113861,chr6-108293444-108293744,"Bhlhe40 (-367035), Itpr1 (+80498)"
113862,chr6-108305193-108305905,"Bhlhe40 (-355080), Itpr1 (+92453)"
113863,chr6-108306234-108307326,"Bhlhe40 (-353849), Itpr1 (+93684)"
113864,chr6-108314518-108314656,"Bhlhe40 (-346042), Itpr1 (+101491)"
113865,chr6-108321745-108321928,"Bhlhe40 (-338792), Itpr1 (+108741)"
113866,chr6-108325960-108326101,"Bhlhe40 (-334598), Itpr1 (+112935)"
113867,chr6-108327520-108328061,"Bhlhe40 (-332838), Itpr1 (+114695)"
113868,chr6-108328287-108328454,"Bhlhe40 (-332258), Itpr1 (+115275)"
113869,chr6-108332333-108332435,"Bhlhe40 (-328245), Itpr1 (+119288)"
113870,chr6-108333901-108334046,"Bhlhe40 (-326655), Itpr1 (+120878)"
113871,chr6-108334388-108334476,"Bhlhe40 (-326197), Itpr1 (+121336)"
113872,chr6-108344058-108344154,"Bhlhe40 (-316523), Itpr1 (+131010)"
113873,chr6-108352167-108352324,"Bhlhe40 (-308383), Itpr1 (+139150)"
113874,chr6-108353688-108353814,"Bhlhe40 (-306878), Itpr1 (+140655)"
113875,chr6-108367526-108368074,"Bhlhe40 (-292829), Itpr1 (+154704)"
113876,chr6-108374195-108374327,"Bhlhe40 (-286368), Itpr1 (+161165)"
113877,chr6-108380154-108380424,"Bhlhe40 (-280340), Itpr1 (+167193)"
113878,chr6-108392539-108392766,"Bhlhe40 (-267976), Itpr1 (+179557)"
113879,chr6-108407958-108408477,"Bhlhe40 (-252411), Itpr1 (+195122)"
113880,chr6-108417487-108417770,"Bhlhe40 (-243000), Itpr1 (+204533)"
113881,chr6-108426444-108427131,"Bhlhe40 (-233841), Itpr1 (+213692)"
113882,chr6-108435393-108435930,"Bhlhe40 (-224967), Itpr1 (+222566)"
113883,chr6-108436649-108436923,"Bhlhe40 (-223843), Itpr1 (+223690)"
113884,chr6-108437551-108437745,"Bhlhe40 (-222981), Itpr1 (+224552)"
113885,chr6-108445080-108445373,"Bhlhe40 (-215402), Itpr1 (+232131)"
113886,chr6-108456213-108457350,"Bhlhe40 (-203847), Itpr1 (+243686)"
113887,chr6-108457581-108457968,"Bhlhe40 (-202854), Itpr1 (+244679)"
113888,chr6-108465952-108466611,"Bhlhe40 (-194347), Itpr1 (+253186)"
113889,chr6-108476789-108477935,"Bhlhe40 (-183267), Itpr1 (+264266)"
113890,chr6-108488333-108488458,"Bhlhe40 (-172233), Itpr1 (+275300)"
113891,chr6-108491586-108491736,"Bhlhe40 (-168968), Itpr1 (+278565)"
113892,chr6-108492073-108492374,"Bhlhe40 (-168405), Itpr1 (+279128)"
113893,chr6-108511700-108512376,"Bhlhe40 (-148591), Itpr1 (+298942)"
113894,chr6-108531739-108532221,"Bhlhe40 (-128649), Itpr1 (+318884)"
113895,chr6-108536717-108537324,"Bhlhe40 (-123608), Itpr1 (+323925)"
113896,chr6-108540979-108541375,"Bhlhe40 (-119452), Itpr1 (+328081)"
113897,chr6-108549484-108549921,"Bhlhe40 (-110926), Itpr1 (+336607)"
113898,chr6-108555230-108555653,"Bhlhe40 (-105187), Itpr1 (+342346)"
113899,chr6-108569538-108569969,"Bhlhe40 (-90875), Itpr1 (+356658)"
113900,chr6-108570378-108571731,"Bhlhe40 (-89574), Itpr1 (+357959)"
113901,chr6-108593639-108593898,"Bhlhe40 (-66860), Itpr1 (+380673)"
113902,chr6-108611756-108611931,"Bhlhe40 (-48785), Itpr1 (+398748)"
113903,chr6-108636265-108636497,"Bhlhe40 (-24248), Itpr1 (+423285)"
113904,chr6-108636903-108637135,"Bhlhe40 (-23610), Itpr1 (+423923)"
113905,chr6-108658104-108660977,Bhlhe40 (-1088)
113906,chr6-108661541-108661762,"Arl8b (-121447), Bhlhe40 (+1023)"
113907,chr6-108667666-108668946,"Arl8b (-114793), Bhlhe40 (+7677)"
113908,chr6-108686731-108687108,"Arl8b (-96179), Bhlhe40 (+26291)"
113909,chr6-108688189-108689070,"Arl8b (-94469), Bhlhe40 (+28001)"
113910,chr6-108695538-108696267,"Arl8b (-87196), Bhlhe40 (+35274)"
113911,chr6-108698485-108698573,"Arl8b (-84570), Bhlhe40 (+37900)"
113912,chr6-108700586-108700972,"Arl8b (-82320), Bhlhe40 (+40150)"
113913,chr6-108709294-108710291,"Arl8b (-73306), Bhlhe40 (+49164)"
113914,chr6-108725637-108726067,"Arl8b (-57247), Bhlhe40 (+65223)"
113915,chr6-108731212-108731314,"Arl8b (-51836), Bhlhe40 (+70634)"
113916,chr6-108736124-108736620,"Arl8b (-46727), Bhlhe40 (+75743)"
113917,chr6-108759504-108759685,"Arl8b (-23504), Bhlhe40 (+98966)"
113918,chr6-108770514-108770715,"Arl8b (-12484), Bhlhe40 (+109986)"
113919,chr6-108772688-108773235,"Arl8b (-10137), Bhlhe40 (+112333)"
114414,chr6-116758033-116758235,"Cxcl12 (-410443), Tmem72 (-41221)"
114415,chr6-116767494-116768032,"Cxcl12 (-400814), Tmem72 (-50850)"
114416,chr6-116774894-116775285,"Cxcl12 (-393487), Tmem72 (-58177)"
114417,chr6-116794003-116794298,"Cxcl12 (-374426), Tmem72 (-77238)"
114418,chr6-116945993-116946286,"Tmem72 (-229227), Cxcl12 (-222437)"
114419,chr6-116946606-116946830,"Tmem72 (-229805), Cxcl12 (-221859)"
114420,chr6-116966578-116966713,"Tmem72 (-249733), Cxcl12 (-201931)"
114421,chr6-116969721-116969922,"Tmem72 (-252909), Cxcl12 (-198755)"
114422,chr6-116980333-116980987,"Tmem72 (-263747), Cxcl12 (-187917)"
114423,chr6-116986340-116986851,"Tmem72 (-269683), Cxcl12 (-181981)"
114424,chr6-117021974-117022122,"Tmem72 (-305135), Cxcl12 (-146529)"
114425,chr6-117080916-117081328,"Tmem72 (-364209), Cxcl12 (-87455)"
114426,chr6-117132711-117133000,"Tmem72 (-415943), Cxcl12 (-35721)"
114427,chr6-117157281-117157926,"Tmem72 (-440691), Cxcl12 (-10973)"
114428,chr6-117166865-117167417,Cxcl12 (-1436)
114429,chr6-117168301-117169321,Cxcl12 (+234)
114430,chr6-117173943-117174300,"Zfp637 (-667159), Cxcl12 (+5545)"
114431,chr6-117176526-117176705,"Zfp637 (-664665), Cxcl12 (+8039)"
114432,chr6-117184623-117184940,"Zfp637 (-656499), Cxcl12 (+16205)"
114433,chr6-117199826-117200031,"Zfp637 (-641352), Cxcl12 (+31352)"
114434,chr6-117201057-117201248,"Zfp637 (-640128), Cxcl12 (+32576)"
114435,chr6-117220746-117221162,"Zfp637 (-620327), Cxcl12 (+52377)"
114436,chr6-117230544-117231252,"Zfp637 (-610383), Cxcl12 (+62321)"
114437,chr6-117247482-117247897,"Zfp637 (-593591), Cxcl12 (+79113)"
114438,chr6-117249377-117249481,"Zfp637 (-591852), Cxcl12 (+80852)"
114439,chr6-117270404-117270581,"Zfp637 (-570788), Cxcl12 (+101916)"
114440,chr6-117271601-117271980,"Zfp637 (-569490), Cxcl12 (+103214)"
114442,chr6-117330832-117330990,"Zfp637 (-510370), Cxcl12 (+162334)"
114443,chr6-117343495-117343650,"Zfp637 (-497708), Cxcl12 (+174996)"
114444,chr6-117427349-117428296,"Zfp637 (-413458), Cxcl12 (+259246)"
114445,chr6-117431413-117431777,"Zfp637 (-409686), Cxcl12 (+263018)"
114446,chr6-117437814-117438117,"Zfp637 (-403315), Cxcl12 (+269389)"
114447,chr6-117460147-117461055,"Zfp637 (-380680), Cxcl12 (+292024)"
114448,chr6-117464368-117464596,"Zfp637 (-376799), Cxcl12 (+295905)"
114449,chr6-117466613-117467062,"Zfp637 (-374443), Cxcl12 (+298261)"
114450,chr6-117479459-117480398,"Zfp637 (-361352), Cxcl12 (+311352)"
114451,chr6-117504911-117505932,"Zfp637 (-335859), Cxcl12 (+336845)"
114452,chr6-117526180-117526484,"Zfp637 (-314949), Cxcl12 (+357755)"
114453,chr6-117552149-117552969,"Zfp637 (-288722), Cxcl12 (+383982)"
114454,chr6-117556965-117557213,"Zfp637 (-284192), Cxcl12 (+388512)"
114455,chr6-117559994-117560359,"Zfp637 (-281104), Cxcl12 (+391600)"
114456,chr6-117566039-117566148,"Zfp637 (-275187), Cxcl12 (+397517)"
114457,chr6-117570140-117570682,"Zfp637 (-270870), Cxcl12 (+401834)"
114458,chr6-117572591-117573056,"Zfp637 (-268457), Cxcl12 (+404247)"
114459,chr6-117574222-117574713,"Zfp637 (-266813), Cxcl12 (+405891)"
114460,chr6-117596409-117596661,"Zfp637 (-244746), Cxcl12 (+427958)"
114461,chr6-117610104-117610440,"Zfp637 (-231009), Cxcl12 (+441695)"
114462,chr6-117611502-117611713,"Zfp637 (-229673), Cxcl12 (+443031)"
114463,chr6-117619344-117619868,"Zfp637 (-221675), Cxcl12 (+451029)"
114464,chr6-117625621-117626205,"Zfp637 (-215368), Cxcl12 (+457336)"
114465,chr6-117651759-117652329,"Zfp637 (-189237), Cxcl12 (+483467)"
114466,chr6-117656042-117656437,"Zfp637 (-185041), Cxcl12 (+487663)"
114467,chr6-117660534-117660938,"Zfp637 (-180545), Cxcl12 (+492159)"
114468,chr6-117675108-117675651,"Zfp637 (-165901), Cxcl12 (+506803)"
114469,chr6-117676283-117676784,"Zfp637 (-164747), Cxcl12 (+507957)"
114470,chr6-117677092-117677498,"Zfp637 (-163986), Cxcl12 (+508718)"
114471,chr6-117688105-117688331,"Zfp637 (-153063), Cxcl12 (+519641)"
114472,chr6-117688690-117689347,"Zfp637 (-152262), Cxcl12 (+520442)"
114473,chr6-117713380-117713916,"Zfp637 (-127633), Cxcl12 (+545071)"
114474,chr6-117756303-117756516,"Zfp637 (-84871), Cxcl12 (+587833)"
114475,chr6-117758658-117759068,"Zfp637 (-82418), Cxcl12 (+590286)"
114476,chr6-117777793-117777881,"Zfp637 (-63444), Cxcl12 (+609260)"
114477,chr6-117778122-117779130,"Zfp637 (-62655), Cxcl12 (+610049)"
114478,chr6-117825475-117825662,"Zfp637 (-15712), Cxcl12 (+656992)"
114479,chr6-117828266-117828716,"Zfp637 (-12790), Cxcl12 (+659914)"
114926,chr6-122715075-122715165,"Nanog (+7552), Slc2a3 (+27625)"
114927,chr6-122718311-122718611,"Nanog (+10893), Slc2a3 (+24284)"
114928,chr6-122720098-122720278,"Nanog (+12620), Slc2a3 (+22557)"
114929,chr6-122740033-122740527,"Slc2a3 (+2465), Nanog (+32712)"
114930,chr6-122741882-122743031,Slc2a3 (+288)
114931,chr6-122755886-122756211,"Foxj2 (-63865), Slc2a3 (-13304)"
114932,chr6-122761029-122761444,"Foxj2 (-58677), Slc2a3 (-18492)"
114933,chr6-122763049-122763783,"Foxj2 (-56498), Slc2a3 (-20671)"
114934,chr6-122764330-122765351,"Foxj2 (-55073), Slc2a3 (-22096)"
114935,chr6-122770710-122770866,"Foxj2 (-49126), Slc2a3 (-28043)"
114936,chr6-122782239-122782489,"Slc2a3 (-39619), Foxj2 (-37550)"
114937,chr6-122785007-122785137,"Slc2a3 (-42327), Foxj2 (-34842)"
114938,chr6-122786121-122786696,"Slc2a3 (-43664), Foxj2 (-33505)"
114939,chr6-122801133-122802270,"Slc2a3 (-58957), Foxj2 (-18212)"
114940,chr6-122804478-122804756,"Slc2a3 (-61872), Foxj2 (-15297)"
114941,chr6-122810338-122811999,"Slc2a3 (-68424), Foxj2 (-8745)"
115022,chr6-124813542-124814601,Tpi1 (+224)
115026,chr6-124847234-124847735,"Gnb3 (-7210), P3h3 (+10267)"
115027,chr6-124856620-124857890,P3h3 (+497)
115028,chr6-124859781-124860096,P3h3 (-2187)
115078,chr6-125238471-125238943,Cd27 (-1697)
115079,chr6-125244676-125244846,"Cd27 (-7751), Tuba3a (+41281)"
115080,chr6-125265269-125265499,"Cd27 (-28374), Tuba3a (+20658)"
115081,chr6-125271545-125272051,"Cd27 (-34788), Tuba3a (+14244)"
115082,chr6-125274838-125275018,"Cd27 (-37918), Tuba3a (+11114)"
115083,chr6-125275302-125275480,"Cd27 (-38381), Tuba3a (+10651)"
115107,chr6-125410627-125411353,"Plekhg6 (-30197), Cd9 (+83801)"
115108,chr6-125418810-125419193,"Plekhg6 (-38209), Cd9 (+75789)"
115109,chr6-125422298-125422857,"Plekhg6 (-41785), Cd9 (+72213)"
115110,chr6-125425466-125425636,"Plekhg6 (-44758), Cd9 (+69240)"
115111,chr6-125426326-125426944,"Plekhg6 (-45842), Cd9 (+68156)"
115112,chr6-125430679-125430784,"Plekhg6 (-49939), Cd9 (+64059)"
115113,chr6-125435246-125435581,"Plekhg6 (-54621), Cd9 (+59377)"
115114,chr6-125435796-125436172,"Plekhg6 (-55191), Cd9 (+58807)"
115117,chr6-125447238-125447642,"Plekhg6 (-66647), Cd9 (+47351)"
115118,chr6-125460622-125461159,"Plekhg6 (-80098), Cd9 (+33900)"
115119,chr6-125468149-125468264,"Plekhg6 (-87414), Cd9 (+26584)"
115120,chr6-125471281-125472290,"Plekhg6 (-90993), Cd9 (+23005)"
115121,chr6-125476167-125476380,"Plekhg6 (-95481), Cd9 (+18517)"
115122,chr6-125480948-125482737,"Plekhg6 (-101050), Cd9 (+12948)"
115123,chr6-125485606-125485825,"Plekhg6 (-104923), Cd9 (+9075)"
115124,chr6-125491370-125491854,"Plekhg6 (-110819), Cd9 (+3179)"
115125,chr6-125492156-125492244,"Plekhg6 (-111407), Cd9 (+2591)"
115126,chr6-125493048-125493380,"Plekhg6 (-112421), Cd9 (+1577)"
115127,chr6-125494099-125495103,Cd9 (+190)
115128,chr6-125499512-125499682,Cd9 (-4806)
115130,chr6-125504559-125505121,"Vwf (-48108), Cd9 (-10049)"
115131,chr6-125512945-125513521,"Vwf (-39715), Cd9 (-18442)"
115132,chr6-125514985-125515107,"Vwf (-37902), Cd9 (-20255)"
115133,chr6-125515509-125516312,"Vwf (-37037), Cd9 (-21120)"
115134,chr6-125524062-125524442,"Cd9 (-29461), Vwf (-28696)"
115135,chr6-125529337-125530118,"Cd9 (-34937), Vwf (-23220)"
115136,chr6-125534589-125535561,"Cd9 (-40284), Vwf (-17873)"
115137,chr6-125539545-125539695,"Cd9 (-44829), Vwf (-13328)"
115138,chr6-125540965-125541215,"Cd9 (-46299), Vwf (-11858)"
115139,chr6-125548513-125548672,Vwf (-4355)
115140,chr6-125551732-125551864,Vwf (-1150)
115141,chr6-125552570-125553297,Vwf (-14)
115142,chr6-125559730-125560525,"Ano2 (-130291), Vwf (+7180)"
115143,chr6-125564979-125565114,"Ano2 (-125372), Vwf (+12099)"
115144,chr6-125572432-125573735,"Ano2 (-117335), Vwf (+20136)"
115145,chr6-125583644-125584063,"Ano2 (-106565), Vwf (+30906)"
115146,chr6-125594379-125594666,"Ano2 (-95896), Vwf (+41575)"
115147,chr6-125594888-125595112,"Ano2 (-95419), Vwf (+42052)"
115148,chr6-125596706-125597517,"Ano2 (-93307), Vwf (+44164)"
115149,chr6-125600253-125600415,"Ano2 (-90085), Vwf (+47386)"
115150,chr6-125603200-125603645,"Ano2 (-86996), Vwf (+50475)"
115151,chr6-125604396-125604873,"Ano2 (-85784), Vwf (+51687)"
115153,chr6-125620895-125621059,"Ano2 (-69442), Vwf (+68029)"
115154,chr6-125622422-125622959,"Ano2 (-67728), Vwf (+69743)"
115155,chr6-125640577-125640750,"Ano2 (-49755), Vwf (+87716)"
115156,chr6-125644934-125645161,"Ano2 (-45371), Vwf (+92100)"
115157,chr6-125661444-125662139,"Ano2 (-28627), Vwf (+108844)"
115158,chr6-125680045-125680144,"Ano2 (-10324), Vwf (+127147)"
115159,chr6-125682192-125682477,"Ano2 (-8084), Vwf (+129387)"
115281,chr6-127122582-127122797,"Tigar (-13140), Ccnd2 (+28370)"
115282,chr6-127133697-127134132,"Tigar (-24365), Ccnd2 (+17145)"
115283,chr6-127142170-127142757,"Tigar (-32914), Ccnd2 (+8596)"
115284,chr6-127144799-127145033,"Tigar (-35366), Ccnd2 (+6144)"
115285,chr6-127145510-127146051,"Tigar (-36231), Ccnd2 (+5279)"
115286,chr6-127147810-127147995,"Tigar (-38353), Ccnd2 (+3157)"
115287,chr6-127150946-127151200,Ccnd2 (-13)
115288,chr6-127151692-127152757,Ccnd2 (-1165)
115289,chr6-127153520-127153682,Ccnd2 (-2541)
115290,chr6-127154583-127155225,Ccnd2 (-3844)
115291,chr6-127155658-127155802,Ccnd2 (-4670)
115292,chr6-127162703-127163318,"Parp11 (-290712), Ccnd2 (-11951)"
115293,chr6-127165567-127165972,"Parp11 (-287953), Ccnd2 (-14710)"
115294,chr6-127177747-127178323,"Parp11 (-275688), Ccnd2 (-26975)"
115295,chr6-127179271-127179392,"Parp11 (-274391), Ccnd2 (-28272)"
115296,chr6-127184296-127184654,"Parp11 (-269248), Ccnd2 (-33415)"
115297,chr6-127185387-127185798,"Parp11 (-268130), Ccnd2 (-34533)"
115298,chr6-127190640-127190836,"Parp11 (-262985), Ccnd2 (-39678)"
115299,chr6-127236574-127236829,"Parp11 (-217021), Ccnd2 (-85642)"
115300,chr6-127239827-127240481,"Parp11 (-213569), Ccnd2 (-89094)"
115301,chr6-127247456-127247586,"Parp11 (-206202), Ccnd2 (-96461)"
115302,chr6-127251255-127252656,"Parp11 (-201767), Ccnd2 (-100896)"
115303,chr6-127265529-127267106,"Parp11 (-187405), Ccnd2 (-115258)"
115304,chr6-127272612-127273034,"Parp11 (-180900), Ccnd2 (-121763)"
115305,chr6-127306303-127307314,"Ccnd2 (-155749), Parp11 (-146914)"
115306,chr6-127325088-127325270,"Ccnd2 (-174119), Parp11 (-128544)"
115307,chr6-127329858-127330805,"Ccnd2 (-179272), Parp11 (-123391)"
115308,chr6-127333706-127333816,"Ccnd2 (-182701), Parp11 (-119962)"
115309,chr6-127336437-127337479,"Ccnd2 (-185898), Parp11 (-116765)"
115310,chr6-127338528-127338662,"Ccnd2 (-187535), Parp11 (-115128)"
115311,chr6-127346114-127346613,"Ccnd2 (-195304), Parp11 (-107359)"
115312,chr6-127349712-127349830,"Ccnd2 (-198711), Parp11 (-103952)"
115313,chr6-127355255-127355417,"Ccnd2 (-204276), Parp11 (-98387)"
115314,chr6-127359253-127359807,"Ccnd2 (-208470), Parp11 (-94193)"
